segment_id,camera,date,time,schema,attempt,n_frames,n_intervals,total_span_s,fast_centre,slow_centre,is_2to1,n_fast,n_slow,n_gap,n_other,fast_frac,fast_runs_count,fast_runs_mean,fast_runs_median,fast_runs_max,slow_runs_count,slow_runs_mean,slow_runs_median,slow_runs_max,n_mode_switches,boundary_trunc_frac,rle_compact,gap_total,gap_spacing_mode,gap_spacing_mean,gap_spacing_stdev,gap_spacing_hist_top3,longest_gap_free_frames,longest_gap_free_s,top_ticks,modal_tick,grid_rate,effective_rate,rate_ratio,predicted_skip,observed_skip,v4_is_bimodal,v4_nominal_dt_s,v4_short_mode_fraction
FP7oJQ-20260805-154652,FP7oJQ,20260805,154652,4,1,1650,1649,119.066,,5999,False,0,1512,137,0,0.0,0,0,0,0,138,11.0,11.0,22,0,0.0073,S1 G1 S12 G1 S11 G1 S11 G1 S11 G1 S11 G1 S11 G1 S11 G1 S11 G1 S11 G1 S11 G1 S11 G1 S11 G1 S11 G1 S11 G1 ...+245,137,12,12.09,2.03,12:104; 13:8; 11:7,22,1.47,6030:999; 5940:513; 11970:83; 12060:54,6030,14.9254,13.8495,1.077686,12.87,12,False,0.067,
FP7oJQ-20260805-154851,FP7oJQ,20260805,154851,4,1,1650,1649,119.933,,5999,False,0,1507,142,0,0.0,0,0,0,0,143,10.5,11,17,0,0.007,S2 G1 S16 G1 S6 G1 S16 G1 S6 G1 S16 G1 S6 G1 S16 G1 S6 G1 S16 G1 S6 G1 S15 G1 S6 G1 S8 G1 S6 G1 ...+255,142,12,11.66,2.69,12:87; 7:14; 17:12,17,1.13,6030:994; 5940:513; 11970:79; 12060:55; 18000:8,6030,14.9254,13.7493,1.085534,11.69,12,False,0.067,
FP7oJQ-20260805-155052,FP7oJQ,20260805,155052,4,1,1679,1678,121.0,,5999,False,0,1541,137,0,0.0,0,0,0,0,138,11.2,11.0,42,0,0.0073,S8 G1 S11 G1 S11 G1 S11 G1 S10 G1 S42 G1 S11 G1 S11 G1 S11 G1 S11 G1 S11 G1 S11 G1 S11 G1 S11 G1 S11 G1 ...+245,137,12,12.22,2.68,12:118; 11:9; 13:8,42,2.8,6030:1018; 5940:523; 11970:82; 12060:55,6030,14.9254,13.8678,1.076263,13.11,12,False,0.067,
FP7oJQ-20260805-155252,FP7oJQ,20260805,155252,4,1,1649,1648,119.066,,5999,False,0,1510,138,0,0.0,0,0,0,0,139,10.9,11,12,0,0.0072,S3 G1 S11 G1 S10 G1 S12 G1 S11 G1 S11 G1 S11 G1 S11 G1 S11 G1 S11 G1 S11 G1 S11 G1 S11 G1 S11 G1 S11 G1 ...+247,138,12,11.99,0.37,12:118; 11:10; 13:9,12,0.8,6030:996; 5940:514; 11970:82; 12060:56,6030,14.9254,13.8411,1.07834,12.76,12,False,0.067,
FP7oJQ-20260805-155451,FP7oJQ,20260805,155451,4,1,1651,1650,119.133,,5999,False,0,1513,137,0,0.0,0,0,0,0,138,11.0,11.0,12,0,0.0073,S10 G1 S11 G1 S11 G1 S11 G1 S11 G1 S11 G1 S11 G1 S11 G1 S11 G1 S11 G1 S11 G1 S11 G1 S11 G1 S11 G1 S10 G1 ...+245,137,12,12,0.37,12:118; 11:9; 13:9,12,0.8,6030:999; 5940:514; 11970:82; 12060:55,6030,14.9254,13.8501,1.077639,12.88,12,False,0.067,
FP7oJQ-20260805-155651,FP7oJQ,20260805,155651,4,1,1678,1677,121.133,,5999,False,0,1537,140,0,0.0,0,0,0,0,141,10.9,11,12,0,0.0071,S3 G1 S11 G1 S11 G1 S11 G1 S11 G1 S11 G1 S11 G1 S11 G1 S11 G1 S11 G1 S11 G1 S11 G1 S10 G1 S12 G1 S11 G1 ...+251,140,12,12,0.36,12:121; 11:9; 13:9,12,0.8,6030:1016; 5940:521; 11970:85; 12060:55,6030,14.9254,13.8443,1.078089,12.81,12,False,0.067,
FP7oJQ-20260805-155852,FP7oJQ,20260805,155852,4,1,1650,1649,118.733,,5999,False,0,1517,132,0,0.0,0,0,0,0,133,11.4,11,41,0,0.0075,S5 G1 S11 G1 S11 G1 S11 G1 S11 G1 S11 G1 S11 G1 S10 G1 S12 G1 S11 G1 S11 G1 S11 G1 S11 G1 S11 G1 S11 G1 ...+235,132,12,12.46,3.71,12:111; 11:9; 13:9,41,2.73,6030:1002; 5940:515; 11970:79; 12060:53,6030,14.9254,13.8883,1.074672,13.39,12,False,0.067,
FP7oJQ-20260805-160051,FP7oJQ,20260805,160051,4,1,1680,1679,120.866,,5999,False,0,1545,134,0,0.0,0,0,0,0,135,11.4,11,41,0,0.0074,S11 G1 S11 G1 S11 G1 S11 G1 S11 G1 S11 G1 S11 G1 S11 G1 S11 G1 S10 G1 S12 G1 S11 G1 S11 G1 S11 G1 S11 G1 ...+239,134,12,12.45,3.52,12:112; 11:9; 13:8,41,2.73,6030:1021; 5940:524; 11970:81; 12060:53,6030,14.9254,13.8914,1.074431,13.44,12,False,0.067,
FP7oJQ-20260805-160253,FP7oJQ,20260805,160253,4,1,1649,1648,118.866,,6000,False,0,1513,135,0,0.0,0,0,0,0,136,11.1,11.0,35,0,0.0074,S11 G1 S11 G1 S11 G1 S11 G1 S11 G1 S11 G1 S11 G1 S11 G1 S11 G1 S10 G1 S12 G1 S11 G1 S11 G1 S11 G1 S11 G1 ...+241,135,12,12.2,3.15,12:94; 7:13; 17:11,35,2.33,6030:1002; 5940:511; 11970:84; 12060:51,6030,14.9254,13.8644,1.076529,13.07,12,False,0.067,
FP7oJQ-20260805-160451,FP7oJQ,20260805,160451,4,1,1681,1680,121.133,,5999,False,0,1543,137,0,0.0,0,0,0,0,138,11.2,11.0,41,0,0.0073,S8 G1 S12 G1 S11 G1 S11 G1 S11 G1 S11 G1 S11 G1 S11 G1 S11 G1 S11 G1 S11 G1 S11 G1 S11 G1 S11 G1 S11 G1 ...+245,137,12,12.23,2.6,12:116; 13:10; 11:9,41,2.73,6030:1019; 5940:524; 11970:82; 12060:55,6030,14.9254,13.8691,1.076164,13.13,12,False,0.067,
FP7oJQ-20260805-160652,FP7oJQ,20260805,160652,4,1,1650,1649,120.2,,6000,False,0,1507,142,0,0.0,0,0,0,0,143,10.5,11,22,0,0.007,S2 G1 S11 G1 S11 G1 S22 G1 S6 G1 S16 G1 S6 G1 S16 G1 S6 G1 S16 G1 S6 G1 S15 G1 S9 G1 S6 G1 S16 G1 ...+255,142,12,11.6,3.82,12:51; 7:32; 17:27,22,1.47,6030:1000; 5940:507; 11970:82; 12060:48; 18000:12,6030,14.9254,13.7188,1.08795,11.37,12,False,0.067,
FP7oJQ-20260805-160852,FP7oJQ,20260805,160852,4,1,1649,1648,118.667,,5999,False,0,1516,132,0,0.0,0,0,0,0,133,11.4,11,41,0,0.0075,S11 G1 S11 G1 S11 G1 S11 G1 S11 G1 S10 G1 S12 G1 S11 G1 S11 G1 S11 G1 S11 G1 S11 G1 S11 G1 S11 G1 S11 G1 ...+235,132,12,12.46,3.6,12:107; 11:9; 13:9,41,2.73,6030:1002; 5940:514; 11970:79; 12060:53,6030,14.9254,13.8876,1.074726,13.38,12,False,0.067,
FP7oJQ-20260805-161052,FP7oJQ,20260805,161052,4,1,1680,1679,120.866,,6000,False,0,1545,134,0,0.0,0,0,0,0,135,11.4,11,40,0,0.0074,S6 G1 S11 G1 S11 G1 S11 G1 S11 G1 S11 G1 S11 G1 S11 G1 S40 G1 S12 G1 S11 G1 S11 G1 S11 G1 S11 G1 S11 G1 ...+239,134,12,12.41,4.47,12:72; 7:23; 17:20,40,2.67,6030:1023; 5940:522; 11970:83; 12060:51,6030,14.9254,13.8914,1.074431,13.44,12,False,0.067,
FP7oJQ-20260805-161252,FP7oJQ,20260805,161252,4,1,1650,1649,119.533,,6000,False,0,1508,141,0,0.0,0,0,0,0,142,10.6,8.0,17,0,0.0071,S6 G1 S16 G1 S6 G1 S15 G1 S9 G1 S6 G1 S16 G1 S6 G1 S16 G1 S6 G1 S16 G1 S6 G1 S16 G1 S6 G1 S16 G1 ...+253,141,7,11.68,4.88,7:63; 17:57; 16:6,17,1.13,6030:1005; 5940:503; 11970:92; 12060:46; 18000:3,6030,14.9254,13.7954,1.081913,12.21,7,False,0.067,
FP7oJQ-20260805-161452,FP7oJQ,20260805,161452,4,1,1649,1648,118.933,,5999,False,0,1512,136,0,0.0,0,0,0,0,137,11.0,11,35,0,0.0073,S8 G1 S6 G1 S16 G1 S6 G1 S16 G1 S6 G1 S15 G1 S9 G1 S6 G1 S16 G1 S6 G1 S16 G1 S6 G1 S16 G1 S6 G1 ...+243,136,12,12.12,2.75,12:100; 7:9; 11:8,35,2.33,6030:999; 5940:513; 11970:82; 12060:54,6030,14.9254,13.8565,1.077136,12.96,12,False,0.067,
FP7oJQ-20260805-161651,FP7oJQ,20260805,161651,4,1,1680,1679,121.266,,5999,False,0,1539,140,0,0.0,0,0,0,0,141,10.9,11,12,0,0.0071,S7 G1 S11 G1 S11 G1 S11 G1 S11 G1 S11 G1 S11 G1 S11 G1 S11 G1 S11 G1 S11 G1 S11 G1 S11 G1 S10 G1 S12 G1 ...+251,140,12,12,0.36,12:121; 11:9; 13:9,12,0.8,6030:1016; 5940:523; 11970:84; 12060:56,6030,14.9254,13.8456,1.077987,12.82,12,False,0.067,
FP7oJQ-20260805-161910,FP7oJQ,20260805,161910,4,1,626,625,45.133,,6000,False,0,573,52,0,0.0,0,0,0,0,53,10.8,11,12,0,0.019,S7 G1 S11 G1 S11 G1 S11 G1 S11 G1 S11 G1 S11 G1 S11 G1 S10 G1 S12 G1 S11 G1 S11 G1 S11 G1 S11 G1 S11 G1 ...+75,52,12,12,0.35,12:45; 11:3; 13:3,12,0.8,6030:379; 5940:194; 11970:32; 12060:20,6030,14.9254,13.848,1.077803,12.85,12,False,0.067,
FP7oJQ-20260805-162003,FP7oJQ,20260805,162003,4,2,859,858,61.933,,5999,False,0,787,70,1,0.0,0,0,0,0,70,11.2,11.0,42,0,0.0142,S1 O1 G1 S11 G1 S11 G1 S11 G1 S10 G1 S12 G1 S11 G1 S11 G1 S11 G1 S11 G1 S11 G1 S11 G1 S11 G1 S11 G1 S11 ...+111,70,12,12.39,3.77,12:58; 11:5; 13:4,42,2.8,6030:520; 5940:267; 11970:41; 12060:27; 18000:2; 0:1,6030,14.9254,13.8537,1.077358,12.93,12,False,0.067,
FP7oJQ-20260805-162227,FP7oJQ,20260805,162227,4,3,1720,1719,124.067,,6000,False,0,1576,142,1,0.0,0,0,0,0,143,11.0,11,41,0,0.007,S1 O1 G1 S5 G1 S11 G1 S11 G1 S11 G1 S11 G1 S11 G1 S11 G1 S11 G1 S11 G1 S11 G1 S11 G1 S10 G1 S12 G1 S11 ...+256,142,12,12.14,3.96,12:78; 7:23; 17:20,41,2.73,6030:1046; 5940:530; 11970:89; 12060:52; 0:1; 18000:1,6030,14.9254,13.8554,1.077223,12.95,12,False,0.067,
FP7oJQ-20260805-162920,FP7oJQ,20260805,162920,4,3,1650,1649,119.666,,6000,False,0,1510,139,0,0.0,0,0,0,0,140,10.8,11.0,25,0,0.0072,S1 G1 S16 G1 S6 G1 S16 G1 S6 G1 S16 G1 S6 G1 S16 G1 S6 G1 S16 G1 S6 G1 S15 G1 S9 G1 S6 G1 S16 G1 ...+249,139,12,11.86,3.58,12:64; 7:28; 17:24,25,1.67,6030:999; 5940:511; 11970:81; 12060:51; 18000:7,6030,14.9254,13.78,1.083117,12.03,12,False,0.067,
FP7oJQ-20260805-163513,FP7oJQ,20260805,163513,4,3,240,239,17.4,,5999,False,0,218,21,0,0.0,0,0,0,0,21,10.4,11,12,0,0.0476,S1 G1 S11 G1 S11 G1 S11 G1 S11 G1 S11 G1 S11 G1 S11 G1 S11 G1 S11 G1 S11 G1 S11 G1 S11 G1 S11 G1 S10 G1 ...+12,21,12,11.85,0.75,12:17; 11:1; 13:1,12,0.8,6030:144; 5940:74; 11970:12; 12060:8; 18000:1,6030,14.9254,13.7356,1.086617,11.55,12,False,0.067,
FP7oJQ-20260805-163623,FP7oJQ,20260805,163623,4,4,1364,1363,99.0,,5999,False,0,1246,116,1,0.0,0,0,0,0,116,10.7,11.0,12,0,0.0086,S1 O1 G1 S8 G1 S11 G1 S11 G1 S11 G1 S11 G1 S11 G1 S11 G1 S11 G1 S11 G1 S11 G1 S10 G1 S12 G1 S11 G1 S11 ...+202,116,12,11.79,1.29,12:95; 11:8; 13:8,12,0.8,6030:823; 5940:423; 11970:68; 12060:46; 0:1; 18000:1,6030,14.9254,13.7677,1.084088,11.89,12,False,0.067,
FP7oJQ-20260807-101927,FP7oJQ,20260807,101927,4,1,306,305,21.867,,6000,False,0,280,24,1,0.0,0,0,0,0,25,11.2,11,23,0,0.04,S1 O1 G1 S8 G1 S11 G1 S11 G1 S11 G1 S11 G1 S11 G1 S11 G1 S10 G1 S12 G1 S11 G1 S11 G1 S11 G1 S11 G1 S11 ...+20,24,12,12.13,2.67,12:18; 9:1; 11:1,23,1.53,6030:187; 5940:93; 11970:16; 12060:8; 0:1,6030,14.9254,13.948,1.070076,14.27,12,False,0.067,
FP7oJQ-20260807-101947,FP7oJQ,20260807,101947,4,1,270,269,19.267,,6000,False,0,249,20,0,0.0,0,0,0,0,21,11.9,11,29,0,0.0488,S11 G1 S11 G1 S11 G1 S11 G1 S11 G1 S11 G1 S11 G1 S11 G1 S11 G1 S11 G1 S11 G1 S11 G1 S11 G1 S11 G1 S10 G1 ...+11,20,12,12,0.33,12:17; 11:1; 13:1,29,1.93,6030:165; 5940:84; 11970:12; 12060:8,6030,14.9254,13.9617,1.069023,14.49,12,False,0.067,
FP7oJQ-20260807-102006,FP7oJQ,20260807,102006,4,1,233,232,16.733,,6000,False,0,213,19,0,0.0,0,0,0,0,20,10.7,11.0,12,0,0.0513,S11 G1 S11 G1 S11 G1 S11 G1 S11 G1 S11 G1 S11 G1 S11 G1 S11 G1 S10 G1 S12 G1 S11 G1 S11 G1 S11 G1 S11 G1 ...+9,19,12,12,0.34,12:16; 11:1; 13:1,12,0.8,6030:141; 5940:72; 11970:12; 12060:7,6030,14.9254,13.8648,1.076493,13.07,12,False,0.067,
FP7oJQ-20260807-102122,FP7oJQ,20260807,102122,4,1,309,308,22.266,,5999,False,0,280,27,1,0.0,0,0,0,0,28,10,11.0,12,0,0.0357,S1 O1 G1 S2 G1 S11 G1 S11 G1 S11 G1 S11 G1 S11 G1 S11 G1 S11 G1 S11 G1 S11 G1 S11 G1 S11 G1 S10 G1 S12 ...+26,27,12,11.65,1.79,12:23; 3:1; 11:1,12,0.8,6030:185; 5940:95; 11970:17; 12060:10; 0:1,6030,14.9254,13.8327,1.078988,12.66,12,False,0.067,
FP7oJQ-20260807-102144,FP7oJQ,20260807,102144,4,1,272,271,19.333,,6000,False,0,252,19,0,0.0,0,0,0,0,20,12.6,11.0,49,0,0.0513,S49 G1 S6 G1 S16 G1 S6 G1 S16 G1 S6 G1 S16 G1 S6 G1 S16 G1 S6 G1 S16 G1 S6 G1 S16 G1 S6 G1 S15 G1 ...+9,19,7,11.56,4.95,7:9; 17:7; 16:1,49,3.27,6030:168; 5940:84; 11970:13; 12060:6,6030,14.9254,14.0175,1.064768,15.44,7,False,0.067,
FP7oJQ-20260807-102203,FP7oJQ,20260807,102203,4,1,239,238,17.267,,6000,False,0,217,21,0,0.0,0,0,0,0,22,9.9,6.0,16,0,0.0465,S2 G1 S6 G1 S16 G1 S6 G1 S16 G1 S6 G1 S16 G1 S6 G1 S16 G1 S6 G1 S16 G1 S6 G1 S16 G1 S6 G1 S16 G1 ...+13,21,7,11.6,4.96,7:10; 17:8; 16:1,16,1.07,6030:145; 5940:72; 11970:14; 12060:7,6030,14.9254,13.7835,1.082842,12.07,7,False,0.067,
PPDmUg-20260804-093412,PPDmUg,20260804,093412,1,1,358,357,23.8,,6000,False,0,355,1,1,0.0,0,0,0,0,1,355,355,355,0,0.6667,O1 G1 S355,1,,,,,355,23.67,6030:237; 5940:118; 0:1; 11970:1,6030,14.9254,15.0,0.995025,,,,,
PPDmUg-20260804-093434,PPDmUg,20260804,093434,1,1,299,298,19.866,,6000,False,0,298,0,0,0.0,0,0,0,0,1,298,298,298,0,1.0,,0,,,,,298,19.87,6030:198; 5940:100,6030,14.9254,15.0005,0.994991,,,,,
PPDmUg-20260804-093454,PPDmUg,20260804,093454,1,1,213,212,14.133,,6000,False,0,212,0,0,0.0,0,0,0,0,1,212,212,212,0,1.0,,0,,,,,212,14.13,6030:141; 5940:71,6030,14.9254,15.0004,0.995001,,,,,
PPDmUg-20260804-104042,PPDmUg,20260804,104042,1,1,358,357,23.8,,6000,False,0,355,1,1,0.0,0,0,0,0,1,355,355,355,0,0.6667,O1 G1 S355,1,,,,,355,23.67,6030:237; 5940:118; 0:1; 11970:1,6030,14.9254,15.0,0.995025,,,,,
PPDmUg-20260804-104104,PPDmUg,20260804,104104,1,1,62,61,4.066,,5999,False,0,61,0,0,0.0,0,0,0,0,1,61,61,61,0,1.0,,0,,,,,61,4.07,6030:40; 5940:21,6030,14.9254,15.0025,0.994862,,,,,
PPDmUg-20260804-105641,PPDmUg,20260804,105641,1,1,357,356,23.733,,6000,False,0,354,1,1,0.0,0,0,0,0,1,354,354,354,0,0.6667,O1 G1 S354,1,,,,,354,23.6,6030:236; 5940:118; 0:1; 11970:1,6030,14.9254,15.0002,0.995011,,,,,
PPDmUg-20260804-105703,PPDmUg,20260804,105703,1,1,300,299,19.933,,6000,False,0,299,0,0,0.0,0,0,0,0,1,299,299,299,0,1.0,,0,,,,,299,19.93,6030:199; 5940:100,6030,14.9254,15.0003,0.995008,,,,,
PPDmUg-20260804-105724,PPDmUg,20260804,105724,1,1,228,227,15.133,,6000,False,0,227,0,0,0.0,0,0,0,0,1,227,227,227,0,1.0,,0,,,,,227,15.13,6030:151; 5940:76,6030,14.9254,15.0003,0.995003,,,,,
PPDmUg-20260804-114416,PPDmUg,20260804,114416,2,1,358,357,23.8,,6000,False,0,355,1,1,0.0,0,0,0,0,1,355,355,355,0,0.6667,O1 G1 S355,1,,,,,355,23.67,6030:237; 5940:118; 0:1; 11970:1,6030,14.9254,15.0,0.995025,,,,,
PPDmUg-20260804-114438,PPDmUg,20260804,114438,2,1,299,298,19.866,,6000,False,0,298,0,0,0.0,0,0,0,0,1,298,298,298,0,1.0,,0,,,,,298,19.87,6030:198; 5940:100,6030,14.9254,15.0005,0.994991,,,,,
PPDmUg-20260804-114458,PPDmUg,20260804,114458,2,1,228,227,15.133,,6000,False,0,227,0,0,0.0,0,0,0,0,1,227,227,227,0,1.0,,0,,,,,227,15.13,6030:151; 5940:76,6030,14.9254,15.0003,0.995003,,,,,
PPDmUg-20260804-142858,PPDmUg,20260804,142858,2,1,357,356,23.734,,6000,False,0,354,1,1,0.0,0,0,0,0,1,354,354,354,0,0.6667,O1 G1 S354,1,,,,,354,23.6,6030:236; 5940:118; 0:1; 12060:1,6030,14.9254,14.9996,0.995053,,,,,
PPDmUg-20260804-142920,PPDmUg,20260804,142920,2,1,300,299,19.934,,6000,False,0,299,0,0,0.0,0,0,0,0,1,299,299,299,0,1.0,,0,,,,,299,19.93,6030:200; 5940:99,6030,14.9254,14.9995,0.995058,,,,,
PPDmUg-20260804-142940,PPDmUg,20260804,142940,2,1,213,212,14.134,,6000,False,0,212,0,0,0.0,0,0,0,0,1,212,212,212,0,1.0,,0,,,,,212,14.13,6030:142; 5940:70,6030,14.9254,14.9993,0.995072,,,,,
PPDmUg-20260804-150849,PPDmUg,20260804,150849,2,1,1388,1387,92.466,,6000,False,0,1385,1,1,0.0,0,0,0,0,1,1385,1385,1385,0,0.6667,O1 G1 S1385,1,,,,,1385,92.33,6030:923; 5940:462; 0:1; 11970:1,6030,14.9254,15.0001,0.995018,,,,,
PPDmUg-20260804-153241,PPDmUg,20260804,153241,2,1,1861,1860,124.0,,6000,False,0,1858,1,1,0.0,0,0,0,0,1,1858,1858,1858,0,0.6667,O1 G1 S1858,1,,,,,1858,123.87,6030:1239; 5940:619; 0:1; 11970:1,6030,14.9254,15.0,0.995025,,,,,
PPDmUg-20260804-153442,PPDmUg,20260804,153442,2,1,1576,1575,105.0,,6000,False,0,1575,0,0,0.0,0,0,0,0,1,1575,1575,1575,0,1.0,,0,,,,,1575,105.0,6030:1050; 5940:525,6030,14.9254,15.0,0.995025,,,,,
PPDmUg-20260804-153855,PPDmUg,20260804,153855,2,5,591,590,39.466,,6000,False,0,587,2,1,0.0,0,0,0,0,1,587,587,587,0,0.5,O1 G1 S587 G1,2,588,588,,588:1,587,39.13,6030:391; 5940:196; 0:1; 11970:1; 18000:1,6030,14.9254,14.9496,0.998381,,588,,,
PPDmUg-20260804-154221,PPDmUg,20260804,154221,2,7,1858,1857,123.8,,6000,False,0,1855,1,1,0.0,0,0,0,0,1,1855,1855,1855,0,0.6667,O1 G1 S1855,1,,,,,1855,123.67,6030:1236; 5940:619; 0:1; 12060:1,6030,14.9254,15.0,0.995025,,,,,
PPDmUg-20260804-154423,PPDmUg,20260804,154423,2,7,358,357,23.8,,6000,False,0,357,0,0,0.0,0,0,0,0,1,357,357,357,0,1.0,,0,,,,,357,23.8,6030:238; 5940:119,6030,14.9254,15.0,0.995025,,,,,
PPDmUg-20260804-154626,PPDmUg,20260804,154626,2,10,1858,1857,123.8,,6000,False,0,1855,1,1,0.0,0,0,0,0,1,1855,1855,1855,0,0.6667,O1 G1 S1855,1,,,,,1855,123.67,6030:1236; 5940:619; 0:1; 12060:1,6030,14.9254,15.0,0.995025,,,,,
PPDmUg-20260804-154828,PPDmUg,20260804,154828,2,10,1860,1859,119.733,3000,6000,True,156,1699,4,0,0.0839,1,156,156,156,4,424.8,356.5,977,1,0.25,S701 G1 S9 G1 S12 F156 G2 S977,4,10,60,94.5,10:1; 169:1; 1:1,977,65.13,6030:1132; 5940:567; 2970:104; 3060:52; 12060:1; 11970:1,6030,14.9254,15.5262,0.961302,,10,,,
PPDmUg-20260804-155028,PPDmUg,20260804,155028,2,10,1769,1768,118.133,,6000,False,0,1764,4,0,0.0,0,0,0,0,5,352.8,11,1423,0,0.2222,S1423 G1 S7 G1 S10 G1 S11 G1 S313,4,8,10.33,2.08,8:1; 11:1; 12:1,1423,94.87,6030:1176; 5940:588; 11970:3; 12060:1,6030,14.9254,14.9662,0.997273,,8,,,
PPDmUg-20260804-155226,PPDmUg,20260804,155226,2,10,911,910,61.133,,6000,False,0,903,7,0,0.0,0,0,0,0,8,112.9,8.0,642,0,0.1333,S642 G1 S10 G1 S8 G1 S5 G1 S6 G1 S4 G1 S8 G1 S220,7,9,7.83,2.23,9:2; 11:1; 6:1,642,42.8,6030:602; 5940:301; 11970:5; 12060:2,6030,14.9254,14.8856,1.002673,374.05,9,,,
PPDmUg-20260804-155436,PPDmUg,20260804,155436,2,12,1856,1855,123.666,,6000,False,0,1853,1,1,0.0,0,0,0,0,1,1853,1853,1853,0,0.6667,O1 G1 S1853,1,,,,,1853,123.53,6030:1235; 5940:618; 0:1; 11970:1,6030,14.9254,15.0001,0.99502,,,,,
PPDmUg-20260804-155627,PPDmUg,20260804,155627,2,12,1800,1799,119.933,,6000,False,0,1799,0,0,0.0,0,0,0,0,1,1799,1799,1799,0,1.0,,0,,,,,1799,119.93,6030:1199; 5940:600,6030,14.9254,15.0,0.995022,,,,,
PPDmUg-20260804-155827,PPDmUg,20260804,155827,2,12,1802,1801,120.067,,6000,False,0,1801,0,0,0.0,0,0,0,0,1,1801,1801,1801,0,1.0,,0,,,,,1801,120.07,6030:1201; 5940:600,6030,14.9254,15.0,0.995028,,,,,
PPDmUg-20260804-160028,PPDmUg,20260804,160028,2,12,1390,1389,92.6,,6000,False,0,1389,0,0,0.0,0,0,0,0,1,1389,1389,1389,0,1.0,,0,,,,,1389,92.6,6030:926; 5940:463,6030,14.9254,15.0,0.995025,,,,,
PPDmUg-20260804-160249,PPDmUg,20260804,160249,2,13,1428,1427,95.266,,6000,False,0,1424,2,1,0.0,0,0,0,0,1,1424,1424,1424,0,0.5,O1 G1 S1424 G1,2,1425,1425,,1425:1,1424,94.93,6030:949; 5940:475; 0:1; 11970:1; 18000:1,6030,14.9254,14.9791,0.996412,,1425,,,
PPDmUg-20260804-160438,PPDmUg,20260804,160438,2,14,1858,1857,123.8,,6000,False,0,1855,1,1,0.0,0,0,0,0,1,1855,1855,1855,0,0.6667,O1 G1 S1855,1,,,,,1855,123.67,6030:1237; 5940:618; 0:1; 11970:1,6030,14.9254,15.0,0.995025,,,,,
PPDmUg-20260804-160641,PPDmUg,20260804,160641,2,14,1800,1799,119.934,,6000,False,0,1799,0,0,0.0,0,0,0,0,1,1799,1799,1799,0,1.0,,0,,,,,1799,119.93,6030:1200; 5940:599,6030,14.9254,14.9999,0.99503,,,,,
PPDmUg-20260804-160841,PPDmUg,20260804,160841,2,14,1800,1799,119.934,,6000,False,0,1799,0,0,0.0,0,0,0,0,1,1799,1799,1799,0,1.0,,0,,,,,1799,119.93,6030:1200; 5940:599,6030,14.9254,14.9999,0.99503,,,,,
PPDmUg-20260804-161041,PPDmUg,20260804,161041,2,14,1800,1799,119.934,,6000,False,0,1799,0,0,0.0,0,0,0,0,1,1799,1799,1799,0,1.0,,0,,,,,1799,119.93,6030:1200; 5940:599,6030,14.9254,14.9999,0.99503,,,,,
PPDmUg-20260804-161241,PPDmUg,20260804,161241,2,14,1800,1799,119.934,,6000,False,0,1799,0,0,0.0,0,0,0,0,1,1799,1799,1799,0,1.0,,0,,,,,1799,119.93,6030:1200; 5940:599,6030,14.9254,14.9999,0.99503,,,,,
PPDmUg-20260804-161441,PPDmUg,20260804,161441,2,14,1799,1798,119.867,,6000,False,0,1798,0,0,0.0,0,0,0,0,1,1798,1798,1798,0,1.0,,0,,,,,1798,119.87,6030:1199; 5940:599,6030,14.9254,15.0,0.995028,,,,,
PPDmUg-20260804-161641,PPDmUg,20260804,161641,2,14,1801,1800,120.0,,6000,False,0,1800,0,0,0.0,0,0,0,0,1,1800,1800,1800,0,1.0,,0,,,,,1800,120.0,6030:1200; 5940:600,6030,14.9254,15.0,0.995025,,,,,
PPDmUg-20260804-161841,PPDmUg,20260804,161841,2,14,1800,1799,119.934,,6000,False,0,1799,0,0,0.0,0,0,0,0,1,1799,1799,1799,0,1.0,,0,,,,,1799,119.93,6030:1200; 5940:599,6030,14.9254,14.9999,0.99503,,,,,
PPDmUg-20260804-162041,PPDmUg,20260804,162041,2,14,1800,1799,119.934,,6000,False,0,1799,0,0,0.0,0,0,0,0,1,1799,1799,1799,0,1.0,,0,,,,,1799,119.93,6030:1200; 5940:599,6030,14.9254,14.9999,0.99503,,,,,
PPDmUg-20260804-162241,PPDmUg,20260804,162241,2,14,1800,1799,119.934,,6000,False,0,1799,0,0,0.0,0,0,0,0,1,1799,1799,1799,0,1.0,,0,,,,,1799,119.93,6030:1200; 5940:599,6030,14.9254,14.9999,0.99503,,,,,
PPDmUg-20260804-162441,PPDmUg,20260804,162441,2,14,1800,1799,119.934,,6000,False,0,1799,0,0,0.0,0,0,0,0,1,1799,1799,1799,0,1.0,,0,,,,,1799,119.93,6030:1200; 5940:599,6030,14.9254,14.9999,0.99503,,,,,
PPDmUg-20260804-162641,PPDmUg,20260804,162641,2,14,1800,1799,119.934,,6000,False,0,1799,0,0,0.0,0,0,0,0,1,1799,1799,1799,0,1.0,,0,,,,,1799,119.93,6030:1200; 5940:599,6030,14.9254,14.9999,0.99503,,,,,
PPDmUg-20260804-162841,PPDmUg,20260804,162841,2,14,1800,1799,119.934,,6000,False,0,1799,0,0,0.0,0,0,0,0,1,1799,1799,1799,0,1.0,,0,,,,,1799,119.93,6030:1200; 5940:599,6030,14.9254,14.9999,0.99503,,,,,
