segment_id,camera,date,time,schema,attempt,n_frames,n_intervals,total_span_s,fast_centre,slow_centre,is_2to1,n_fast,n_slow,n_gap,n_other,fast_frac,fast_runs_count,fast_runs_mean,fast_runs_median,fast_runs_max,slow_runs_count,slow_runs_mean,slow_runs_median,slow_runs_max,n_mode_switches,boundary_trunc_frac,rle_compact,gap_total,gap_spacing_mode,gap_spacing_mean,gap_spacing_stdev,gap_spacing_hist_top3,longest_gap_free_frames,longest_gap_free_s,top_ticks,modal_tick,grid_rate,effective_rate,rate_ratio,predicted_skip,observed_skip,v4_is_bimodal,v4_nominal_dt_s,v4_short_mode_fraction
FP7oJQ-20260805-063227,FP7oJQ,20260805,063227,2,1,270,269,19.067,,6001,False,0,252,17,0,0.0,0,0,0,0,17,14.8,15,20,0,0.0588,G1 S20 G1 S15 G1 S10 G1 S20 G1 S15 G1 S17 G1 S13 G1 S20 G1 S15 G1 S10 G1 S20 G1 S15 G1 S16 G1 S8 G1 S12 ...+4,17,21,16.19,3.83,21:4; 16:4; 11:2,20,1.33,6030:170; 5940:82; 11970:13; 12060:4,6030,14.9254,14.1081,1.057926,17.26,21,,,
FP7oJQ-20260805-063246,FP7oJQ,20260805,063246,2,1,225,224,15.867,,6000,False,0,210,14,0,0.0,0,0,0,0,14,15,15.0,20,0,0.0714,S3 G1 S20 G1 S15 G1 S10 G1 S20 G1 S15 G1 S17 G1 S13 G1 S20 G1 S15 G1 S10 G1 S20 G1 S15 G1 S17 G1,14,21,16.92,3.55,21:4; 16:4; 11:2,20,1.33,6030:141; 5940:69; 11970:10; 12060:4,6030,14.9254,14.1174,1.057236,17.47,21,,,
FP7oJQ-20260805-063714,FP7oJQ,20260805,063714,2,1,327,326,23.067,,5999,False,0,304,21,1,0.0,0,0,0,0,21,14.5,15,20,0,0.0465,O1 G1 S3 G1 S19 G1 S17 G1 S13 G1 S20 G1 S15 G1 S9 G1 S19 G1 S17 G1 S13 G1 S20 G1 S15 G1 S9 G1 S19 G1 ...+13,21,20,16.05,4.67,20:4; 18:3; 14:3,20,1.33,6030:200; 5940:104; 11970:11; 12060:10; 0:1,6030,14.9254,14.1327,1.056085,17.83,20,,,
FP7oJQ-20260805-063735,FP7oJQ,20260805,063735,2,1,270,269,19.0,,5999,False,0,253,16,0,0.0,0,0,0,0,17,14.9,15,20,0,0.0606,S13 G1 S13 G1 S20 G1 S15 G1 S9 G1 S19 G1 S17 G1 S13 G1 S20 G1 S15 G1 S9 G1 S19 G1 S17 G1 S13 G1 S20 G1 ...+3,16,14,16.6,3.72,14:3; 21:3; 16:3,20,1.33,6030:165; 5940:88; 12060:9; 11970:7,6030,14.9254,14.1579,1.054209,18.45,14,,,
FP7oJQ-20260805-063754,FP7oJQ,20260805,063754,2,1,223,222,15.734,,6000,False,0,208,14,0,0.0,0,0,0,0,15,13.9,15,20,0,0.069,S2 G1 S19 G1 S17 G1 S13 G1 S20 G1 S15 G1 S9 G1 S19 G1 S17 G1 S13 G1 S20 G1 S15 G1 S9 G1 S19 G1 S1,14,20,16.77,3.85,20:3; 18:2; 14:2,20,1.33,6030:138; 5940:70; 11970:8; 12060:6,6030,14.9254,14.1096,1.057819,17.3,20,,,
FP7oJQ-20260805-064117,FP7oJQ,20260805,064117,2,1,327,326,23.067,,5999,False,0,304,21,1,0.0,0,0,0,0,21,14.5,15,20,0,0.0465,O1 G1 S1 G1 S20 G1 S15 G1 S9 G1 S19 G1 S17 G1 S13 G1 S20 G1 S15 G1 S9 G1 S19 G1 S17 G1 S13 G1 S20 G1 ...+13,21,21,16,5.01,21:4; 16:3; 10:3,20,1.33,6030:199; 5940:105; 12060:11; 11970:10; 0:1,6030,14.9254,14.1327,1.056085,17.83,21,,,
FP7oJQ-20260805-064139,FP7oJQ,20260805,064139,2,1,271,270,19.066,,5999,False,0,254,16,0,0.0,0,0,0,0,17,14.9,15,20,0,0.0606,S10 G1 S9 G1 S19 G1 S17 G1 S13 G1 S20 G1 S15 G1 S9 G1 S19 G1 S17 G1 S13 G1 S20 G1 S15 G1 S9 G1 S19 G1 ...+3,16,10,16.4,4.0,10:3; 20:3; 18:3,20,1.33,6030:166; 5940:88; 12060:8; 11970:8,6030,14.9254,14.1613,1.053952,18.53,10,,,
FP7oJQ-20260805-064158,FP7oJQ,20260805,064158,2,1,222,221,15.6,,5999,False,0,208,13,0,0.0,0,0,0,0,14,14.9,16.0,20,0,0.0741,S20 G1 S15 G1 S9 G1 S19 G1 S17 G1 S13 G1 S20 G1 S15 G1 S9 G1 S19 G1 S17 G1 S13 G1 S20 G1 S2,13,16,16.5,3.9,16:2; 10:2; 20:2,20,1.33,6030:137; 5940:71; 11970:7; 12060:6,6030,14.9254,14.1667,1.053556,18.67,16,,,
FP7oJQ-20260805-064331,FP7oJQ,20260805,064331,2,1,327,326,23.0,,5999,False,0,305,20,1,0.0,0,0,0,0,20,15.2,15.5,20,0,0.0488,O1 G1 S16 G1 S15 G1 S9 G1 S19 G1 S17 G1 S13 G1 S20 G1 S15 G1 S9 G1 S19 G1 S17 G1 S13 G1 S20 G1 S15 G1 ...+11,20,16,16.53,3.73,16:3; 10:3; 20:3,20,1.33,6030:201; 5940:104; 11970:11; 12060:9; 0:1,6030,14.9254,14.1739,1.053017,18.86,16,,,
FP7oJQ-20260805-064352,FP7oJQ,20260805,064352,2,1,270,269,19.066,,5999,False,0,252,17,0,0.0,0,0,0,0,18,14,15.0,20,0,0.0571,S4 G1 S9 G1 S19 G1 S17 G1 S13 G1 S20 G1 S15 G1 S9 G1 S19 G1 S17 G1 S13 G1 S20 G1 S15 G1 S9 G1 S19 G1 ...+5,17,10,16.25,3.91,10:3; 20:3; 18:3,20,1.33,6030:164; 5940:88; 12060:9; 11970:8,6030,14.9254,14.1089,1.05787,17.28,10,,,
FP7oJQ-20260805-064411,FP7oJQ,20260805,064411,2,1,221,220,15.533,,5999,False,0,207,13,0,0.0,0,0,0,0,14,14.8,15.0,20,0,0.0741,S15 G1 S15 G1 S9 G1 S19 G1 S17 G1 S13 G1 S20 G1 S15 G1 S9 G1 S19 G1 S17 G1 S13 G1 S20 G1 S6,13,16,16.5,3.9,16:2; 10:2; 20:2,20,1.33,6030:136; 5940:71; 11970:7; 12060:6,6030,14.9254,14.1634,1.053799,18.59,16,,,
FP7oJQ-20260805-064608,FP7oJQ,20260805,064608,2,1,328,327,23.067,,5999,False,0,306,20,1,0.0,0,0,0,0,20,15.3,15.0,20,0,0.0488,O1 G1 S14 G1 S17 G1 S13 G1 S20 G1 S15 G1 S9 G1 S19 G1 S17 G1 S13 G1 S20 G1 S15 G1 S9 G1 S19 G1 S17 G1 ...+11,20,18,16.42,3.75,18:3; 14:3; 21:3,20,1.33,6030:202; 5940:104; 11970:11; 12060:9; 0:1,6030,14.9254,14.1761,1.052855,18.92,18,,,
FP7oJQ-20260805-064630,FP7oJQ,20260805,064630,2,1,269,268,19.0,,5999,False,0,251,17,0,0.0,0,0,0,0,18,13.9,15.0,20,0,0.0571,S3 G1 S13 G1 S20 G1 S15 G1 S9 G1 S19 G1 S17 G1 S13 G1 S20 G1 S15 G1 S9 G1 S19 G1 S17 G1 S13 G1 S20 G1 ...+5,17,14,16.19,3.95,14:3; 21:3; 16:3,20,1.33,6030:164; 5940:87; 12060:9; 11970:8,6030,14.9254,14.1053,1.058142,17.2,14,,,
FP7oJQ-20260805-064649,FP7oJQ,20260805,064649,2,1,238,237,16.733,,5999,False,0,223,14,0,0.0,0,0,0,0,15,14.9,15,20,0,0.069,S13 G1 S17 G1 S13 G1 S20 G1 S15 G1 S9 G1 S19 G1 S17 G1 S13 G1 S20 G1 S15 G1 S9 G1 S19 G1 S17 G1 S7,14,18,16.62,3.75,18:3; 14:2; 21:2,20,1.33,6030:146; 5940:77; 11970:7; 12060:7,6030,14.9254,14.1636,1.053782,18.59,18,,,
FP7oJQ-20260805-064907,FP7oJQ,20260805,064907,2,1,327,326,23.0,,5999,False,0,305,20,1,0.0,0,0,0,0,20,15.2,15.5,20,0,0.0488,O1 G1 S16 G1 S15 G1 S9 G1 S19 G1 S17 G1 S13 G1 S20 G1 S15 G1 S9 G1 S19 G1 S17 G1 S13 G1 S20 G1 S15 G1 ...+11,20,16,16.53,3.73,16:3; 10:3; 20:3,20,1.33,6030:201; 5940:104; 11970:11; 12060:9; 0:1,6030,14.9254,14.1739,1.053017,18.86,16,,,
FP7oJQ-20260805-064928,FP7oJQ,20260805,064928,2,1,271,270,19.133,,5999,False,0,253,17,0,0.0,0,0,0,0,18,14.1,15.0,20,0,0.0571,S4 G1 S9 G1 S19 G1 S17 G1 S13 G1 S20 G1 S15 G1 S9 G1 S19 G1 S17 G1 S13 G1 S20 G1 S15 G1 S9 G1 S19 G1 ...+5,17,10,16.25,3.91,10:3; 20:3; 18:3,20,1.33,6030:165; 5940:88; 12060:9; 11970:8,6030,14.9254,14.1117,1.057656,17.34,10,,,
FP7oJQ-20260805-064948,FP7oJQ,20260805,064948,2,1,236,235,16.733,,5999,False,0,220,15,0,0.0,0,0,0,0,15,14.7,15,20,0,0.0667,S14 G1 S15 G1 S9 G1 S19 G1 S17 G1 S13 G1 S20 G1 S15 G1 S9 G1 S19 G1 S17 G1 S13 G1 S20 G1 S15 G1 S5 G1,15,16,15.71,4.55,16:3; 10:2; 20:2,20,1.33,6030:145; 5940:75; 11970:8; 12060:6; 18000:1,6030,14.9254,14.0441,1.06275,15.94,16,,,
FP7oJQ-20260805-065321,FP7oJQ,20260805,065321,2,1,327,326,23.066,,5999,False,0,305,20,1,0.0,0,0,0,0,20,15.2,16.0,20,0,0.0488,O1 G1 S9 G1 S19 G1 S17 G1 S13 G1 S20 G1 S15 G1 S9 G1 S19 G1 S17 G1 S13 G1 S20 G1 S15 G1 S9 G1 S19 G1 ...+11,20,10,16.16,4.02,10:4; 20:3; 18:3,20,1.33,6030:200; 5940:105; 11970:10; 12060:9; 0:1; 18000:1,6030,14.9254,14.1334,1.056039,17.84,10,,,
FP7oJQ-20260805-065343,FP7oJQ,20260805,065343,2,1,270,269,19.067,,5999,False,0,252,17,0,0.0,0,0,0,0,17,14.8,15,20,0,0.0588,S1 G1 S17 G1 S13 G1 S20 G1 S15 G1 S9 G1 S19 G1 S17 G1 S13 G1 S20 G1 S15 G1 S9 G1 S19 G1 S17 G1 S13 G1 ...+4,17,18,16.69,3.61,18:3; 14:3; 21:3,20,1.33,6030:165; 5940:87; 12060:9; 11970:8,6030,14.9254,14.1081,1.057926,17.26,18,,,
FP7oJQ-20260805-065402,FP7oJQ,20260805,065402,2,1,232,231,16.667,,6000,False,0,216,15,0,0.0,0,0,0,0,16,13.5,15.0,20,0,0.0645,S8 G1 S19 G1 S17 G1 S13 G1 S20 G1 S15 G1 S9 G1 S19 G1 S17 G1 S13 G1 S20 G1 S15 G1 S5 G1 S17 G1 S4 G1 ...+1,15,18,15.5,5.23,18:3; 20:2; 14:2,20,1.33,6030:143; 5940:73; 11970:6; 12060:5; 18000:4,6030,14.9254,13.8597,1.076888,13.01,18,,,
FP7oJQ-20260805-065532,FP7oJQ,20260805,065532,2,1,327,326,23.0,,6000,False,0,305,20,1,0.0,0,0,0,0,20,15.2,15.0,20,0,0.0488,O1 G1 S11 G1 S10 G1 S20 G1 S15 G1 S17 G1 S13 G1 S20 G1 S15 G1 S10 G1 S20 G1 S15 G1 S17 G1 S13 G1 S20 G1 ...+11,20,21,16.21,3.66,21:4; 16:4; 18:3,20,1.33,6030:202; 5940:103; 11970:12; 12060:8; 0:1,6030,14.9254,14.1739,1.053017,18.86,21,,,
FP7oJQ-20260805-065553,FP7oJQ,20260805,065553,2,1,271,270,19.133,,5999,False,0,253,17,0,0.0,0,0,0,0,18,14.1,15.0,20,0,0.0571,S3 G1 S15 G1 S9 G1 S19 G1 S17 G1 S13 G1 S20 G1 S15 G1 S9 G1 S19 G1 S17 G1 S13 G1 S20 G1 S15 G1 S9 G1 ...+5,17,16,16.38,3.86,16:3; 10:3; 20:3,20,1.33,6030:166; 5940:87; 11970:9; 12060:8,6030,14.9254,14.1117,1.057656,17.34,16,,,
FP7oJQ-20260805-065613,FP7oJQ,20260805,065613,2,1,237,236,16.667,,5999,False,0,222,14,0,0.0,0,0,0,0,15,14.8,15,20,0,0.069,S8 G1 S20 G1 S15 G1 S9 G1 S19 G1 S17 G1 S13 G1 S20 G1 S15 G1 S9 G1 S19 G1 S17 G1 S13 G1 S20 G1 S8,14,21,16.85,3.93,21:3; 16:2; 10:2,20,1.33,6030:146; 5940:76; 12060:7; 11970:7,6030,14.9254,14.1597,1.054073,18.49,21,,,
FP7oJQ-20260805-065844,FP7oJQ,20260805,065844,2,1,327,326,23.067,,6000,False,0,304,21,1,0.0,0,0,0,0,21,14.5,15,20,0,0.0465,O1 G1 S10 G1 S15 G1 S10 G1 S20 G1 S15 G1 S16 G1 S8 G1 S12 G1 S17 G1 S13 G1 S20 G1 S15 G1 S10 G1 S20 G1 ...+13,21,16,15.55,3.78,16:5; 11:4; 21:4,20,1.33,6030:201; 5940:103; 11970:12; 12060:9; 0:1,6030,14.9254,14.1327,1.056085,17.83,16,,,
FP7oJQ-20260805-065906,FP7oJQ,20260805,065906,2,1,270,269,19.233,,6000,False,0,249,19,1,0.0,0,0,0,0,20,12.4,14.0,20,0,0.05,S6 G1 S15 G1 S17 G1 S13 G1 S20 G1 S15 G1 S10 G1 S20 G1 S15 G1 S17 G1 S13 G1 S20 G1 S7 G1 O1 S1 G1 S15 ...+10,19,16,14.06,5.38,16:4; 21:3; 18:2,20,1.33,6030:165; 5940:84; 11970:12; 12060:7; 9000:1,6030,14.9254,13.9864,1.067136,14.9,16,,,
FP7oJQ-20260805-065925,FP7oJQ,20260805,065925,2,1,216,215,15.533,,6000,False,0,197,18,0,0.0,0,0,0,0,19,10.4,6,16,0,0.0541,S6 G1 S6 G1 S16 G1 S6 G1 S16 G1 S6 G1 S16 G1 S6 G1 S16 G1 S6 G1 S16 G1 S6 G1 S16 G1 S6 G1 S16 G1 ...+7,18,7,11.71,5.14,7:9; 17:8,16,1.07,6030:131; 5940:66; 11970:12; 12060:6,6030,14.9254,13.8415,1.078306,12.77,7,,,
FP7oJQ-20260805-071104,FP7oJQ,20260805,071104,2,1,327,326,23.534,,6000,False,0,297,28,1,0.0,0,0,0,0,28,10.6,11.0,12,0,0.0351,O1 G1 S2 G1 S11 G1 S11 G1 S11 G1 S11 G1 S11 G1 S11 G1 S11 G1 S11 G1 S11 G1 S11 G1 S11 G1 S11 G1 S10 G1 ...+27,28,12,11.67,1.75,12:24; 3:1; 11:1,12,0.8,6030:198; 5940:99; 11970:18; 12060:10; 0:1,6030,14.9254,13.8523,1.077465,12.91,12,,,
FP7oJQ-20260805-071125,FP7oJQ,20260805,071125,2,1,270,269,19.467,,6000,False,0,246,23,0,0.0,0,0,0,0,24,10.2,11.0,12,0,0.0426,S1 G1 S10 G1 S12 G1 S11 G1 S11 G1 S11 G1 S11 G1 S11 G1 S11 G1 S11 G1 S11 G1 S11 G1 S11 G1 S11 G1 S11 G1 ...+17,23,12,12,0.44,12:18; 11:2; 13:2,12,0.8,6030:165; 5940:81; 11970:16; 12060:7,6030,14.9254,13.8183,1.08012,12.48,12,,,
FP7oJQ-20260805-071145,FP7oJQ,20260805,071145,2,1,220,219,15.8,,6000,False,0,201,18,0,0.0,0,0,0,0,19,10.6,11,12,0,0.0541,S7 G1 S11 G1 S11 G1 S11 G1 S11 G1 S11 G1 S11 G1 S11 G1 S10 G1 S12 G1 S11 G1 S11 G1 S11 G1 S11 G1 S11 G1 ...+7,18,12,12,0.35,12:15; 11:1; 13:1,12,0.8,6030:134; 5940:67; 11970:12; 12060:6,6030,14.9254,13.8608,1.076808,13.02,12,,,
FP7oJQ-20260805-081347,FP7oJQ,20260805,081347,2,1,327,326,23.533,,6001,False,0,297,28,1,0.0,0,0,0,0,28,10.6,11.0,12,0,0.0351,O1 G1 S8 G1 S10 G1 S12 G1 S11 G1 S11 G1 S11 G1 S11 G1 S11 G1 S11 G1 S11 G1 S11 G1 S11 G1 S11 G1 S11 G1 ...+27,28,12,11.89,0.7,12:22; 11:2; 13:2,12,0.8,6030:200; 5940:97; 11970:21; 12060:7; 0:1,6030,14.9254,13.8529,1.07742,12.92,12,,,
FP7oJQ-20260805-081408,FP7oJQ,20260805,081408,2,1,269,268,19.333,,6001,False,0,246,22,0,0.0,0,0,0,0,23,10.7,11,12,0,0.0444,S7 G1 S11 G1 S11 G1 S11 G1 S10 G1 S12 G1 S11 G1 S11 G1 S11 G1 S11 G1 S11 G1 S11 G1 S11 G1 S11 G1 S11 G1 ...+15,22,12,12,0.45,12:17; 11:2; 13:2,12,0.8,6030:166; 5940:80; 11970:17; 12060:5,6030,14.9254,13.8623,1.076687,13.04,12,,,
FP7oJQ-20260805-081428,FP7oJQ,20260805,081428,2,1,221,220,15.933,,6000,False,0,201,19,0,0.0,0,0,0,0,20,10.1,11.0,12,0,0.0513,S2 G1 S11 G1 S11 G1 S11 G1 S11 G1 S11 G1 S11 G1 S11 G1 S11 G1 S11 G1 S11 G1 S11 G1 S10 G1 S12 G1 S11 G1 ...+9,19,12,12,0.34,12:16; 11:1; 13:1,12,0.8,6030:134; 5940:67; 11970:13; 12060:6,6030,14.9254,13.8078,1.080936,12.36,12,,,
FP7oJQ-20260805-112725,FP7oJQ,20260805,112725,4,1,303,302,21.8,,6000,False,0,275,26,1,0.0,0,0,0,0,27,10.2,7,16,0,0.037,S1 O1 G1 S7 G1 S6 G1 S16 G1 S6 G1 S16 G1 S6 G1 S16 G1 S6 G1 S16 G1 S6 G1 S16 G1 S6 G1 S16 G1 S6 ...+24,26,7,11.52,4.92,7:12; 17:10; 8:1,16,1.07,6030:184; 5940:91; 11970:18; 12060:8; 0:1,6030,14.9254,13.8532,1.077394,12.92,7,False,0.067,
FP7oJQ-20260805-112745,FP7oJQ,20260805,112745,4,1,270,269,19.466,,6000,False,0,246,23,0,0.0,0,0,0,0,24,10.2,7.0,16,0,0.0426,S4 G1 S6 G1 S16 G1 S6 G1 S16 G1 S6 G1 S16 G1 S6 G1 S16 G1 S6 G1 S16 G1 S6 G1 S16 G1 S6 G1 S15 G1 ...+17,23,7,11.64,4.96,7:11; 17:9; 16:1,16,1.07,6030:163; 5940:83; 11970:15; 12060:8,6030,14.9254,13.819,1.080064,12.49,7,False,0.067,
FP7oJQ-20260805-112805,FP7oJQ,20260805,112805,4,1,244,243,17.6,,6000,False,0,222,21,0,0.0,0,0,0,0,22,10.1,6.5,16,0,0.0465,S7 G1 S6 G1 S16 G1 S6 G1 S16 G1 S6 G1 S16 G1 S6 G1 S16 G1 S6 G1 S16 G1 S6 G1 S15 G1 S9 G1 S6 G1 ...+13,21,7,11.6,4.96,7:10; 17:8; 16:1,16,1.07,6030:148; 5940:74; 11970:14; 12060:7,6030,14.9254,13.8068,1.081015,12.34,7,False,0.067,
FP7oJQ-20260805-121457,FP7oJQ,20260805,121457,4,1,303,302,21.8,,6000,False,0,276,25,1,0.0,0,0,0,0,26,10.6,11.0,12,0,0.0385,S1 O1 G1 S11 G1 S11 G1 S11 G1 S11 G1 S11 G1 S11 G1 S11 G1 S11 G1 S11 G1 S11 G1 S10 G1 S12 G1 S11 G1 S11 ...+22,25,12,12,0.29,12:22; 11:1; 13:1,12,0.8,6030:183; 5940:93; 11970:15; 12060:9; 0:1; 18000:1,6030,14.9254,13.8532,1.077394,12.92,12,False,0.067,
FP7oJQ-20260805-121518,FP7oJQ,20260805,121518,4,1,272,271,19.533,,5999,False,0,249,22,0,0.0,0,0,0,0,23,10.8,11,12,0,0.0444,S10 G1 S12 G1 S11 G1 S11 G1 S11 G1 S11 G1 S11 G1 S11 G1 S11 G1 S11 G1 S11 G1 S11 G1 S11 G1 S11 G1 S11 G1 ...+15,22,12,12.05,0.38,12:18; 13:2; 11:1,12,0.8,6030:164; 5940:85; 11970:13; 12060:9,6030,14.9254,13.874,1.075783,13.2,12,False,0.067,
FP7oJQ-20260805-121538,FP7oJQ,20260805,121538,4,1,229,228,16.466,,5999,False,0,209,19,0,0.0,0,0,0,0,20,10.4,11.0,12,0,0.0513,S3 G1 S11 G1 S11 G1 S11 G1 S11 G1 S11 G1 S11 G1 S11 G1 S10 G1 S12 G1 S11 G1 S11 G1 S11 G1 S11 G1 S11 G1 ...+9,19,12,12,0.34,12:16; 11:1; 13:1,12,0.8,6030:138; 5940:71; 11970:12; 12060:7,6030,14.9254,13.8467,1.0779,12.84,12,False,0.067,
FP7oJQ-20260805-132524,FP7oJQ,20260805,132524,4,1,306,305,22.0,,5999,False,0,278,26,1,0.0,0,0,0,0,27,10.3,11,12,0,0.037,S1 O1 G1 S8 G1 S10 G1 S12 G1 S11 G1 S11 G1 S11 G1 S11 G1 S11 G1 S11 G1 S11 G1 S11 G1 S11 G1 S11 G1 S11 ...+24,26,12,11.88,0.73,12:20; 11:2; 13:2,12,0.8,6030:183; 5940:95; 11970:15; 12060:11; 0:1,6030,14.9254,13.8636,1.076584,13.06,12,False,0.067,
FP7oJQ-20260805-132546,FP7oJQ,20260805,132546,4,1,269,268,19.333,,5999,False,0,246,22,0,0.0,0,0,0,0,23,10.7,11,12,0,0.0444,S5 G1 S11 G1 S11 G1 S11 G1 S11 G1 S11 G1 S10 G1 S12 G1 S11 G1 S11 G1 S11 G1 S11 G1 S11 G1 S11 G1 S11 G1 ...+15,22,12,11.95,0.38,12:18; 11:2; 13:1,12,0.8,6030:162; 5940:84; 11970:13; 12060:9,6030,14.9254,13.8623,1.076687,13.04,12,False,0.067,
FP7oJQ-20260805-132605,FP7oJQ,20260805,132605,4,1,243,242,17.533,,5999,False,0,221,21,0,0.0,0,0,0,0,21,10.5,11,12,0,0.0476,G1 S11 G1 S11 G1 S11 G1 S11 G1 S11 G1 S11 G1 S11 G1 S11 G1 S11 G1 S11 G1 S11 G1 S11 G1 S11 G1 S10 G1 S12 ...+12,21,12,12,0.32,12:18; 11:1; 13:1,12,0.8,6030:146; 5940:75; 11970:13; 12060:8,6030,14.9254,13.8025,1.081349,12.29,12,False,0.067,
FP7oJQ-20260805-152423,FP7oJQ,20260805,152423,4,1,308,307,22.2,,5999,False,0,279,27,1,0.0,0,0,0,0,28,10.0,11.0,12,0,0.0357,S1 O1 G1 S2 G1 S11 G1 S11 G1 S11 G1 S11 G1 S11 G1 S11 G1 S11 G1 S11 G1 S11 G1 S10 G1 S12 G1 S11 G1 S11 ...+26,27,12,11.62,1.79,12:22; 11:2; 3:1,12,0.8,6030:184; 5940:95; 11970:16; 12060:11; 0:1,6030,14.9254,13.8288,1.079294,12.61,12,False,0.067,
FP7oJQ-20260805-152445,FP7oJQ,20260805,152445,4,1,269,268,19.333,,5999,False,0,246,22,0,0.0,0,0,0,0,22,11.2,11.0,22,0,0.0455,S9 G1 S11 G1 S11 G1 S11 G1 S11 G1 S11 G1 S11 G1 S11 G1 S11 G1 S11 G1 S11 G1 S11 G1 S11 G1 S11 G1 S22 G1 ...+14,22,12,12.29,3.98,12:13; 7:3; 17:2,22,1.47,6030:162; 5940:84; 11970:13; 12060:9,6030,14.9254,13.8623,1.076687,13.04,12,False,0.067,
FP7oJQ-20260805-152504,FP7oJQ,20260805,152504,4,1,228,227,16.333,,6000,False,0,209,18,0,0.0,0,0,0,0,19,11,12,16,0,0.0541,S15 G1 S6 G1 S16 G1 S6 G1 S16 G1 S6 G1 S16 G1 S6 G1 S16 G1 S6 G1 S16 G1 S6 G1 S16 G1 S6 G1 S16 G1 ...+7,18,7,11.71,5.14,7:9; 17:8,16,1.07,6030:139; 5940:70; 11970:12; 12060:6,6030,14.9254,13.8982,1.073904,13.53,7,False,0.067,
FP7oJQ-20260805-153251,FP7oJQ,20260805,153251,4,1,1693,1692,122.0,,5999,False,0,1552,139,1,0.0,0,0,0,0,140,11.1,11.0,41,0,0.0071,S1 O1 G1 S8 G1 S10 G1 S12 G1 S11 G1 S11 G1 S11 G1 S11 G1 S11 G1 S11 G1 S11 G1 S11 G1 S11 G1 S11 G1 S11 ...+250,139,12,12.2,2.6,12:116; 11:10; 13:10,41,2.73,6030:1025; 5940:527; 11970:83; 12060:56; 0:1,6030,14.9254,13.8689,1.076179,13.13,12,False,0.067,
FP7oJQ-20260805-153451,FP7oJQ,20260805,153451,4,1,1649,1648,119.0,,5999,False,0,1511,137,0,0.0,0,0,0,0,138,10.9,11.0,12,0,0.0073,S4 G1 S11 G1 S11 G1 S11 G1 S11 G1 S11 G1 S11 G1 S11 G1 S11 G1 S11 G1 S11 G1 S11 G1 S11 G1 S10 G1 S12 G1 ...+245,137,12,12,0.37,12:118; 11:9; 13:9,12,0.8,6030:998; 5940:513; 11970:82; 12060:55,6030,14.9254,13.8487,1.077742,12.86,12,False,0.067,
FP7oJQ-20260805-153650,FP7oJQ,20260805,153650,4,1,1680,1679,121.2,,5999,False,0,1540,139,0,0.0,0,0,0,0,140,11,11.0,12,0,0.0072,S11 G1 S11 G1 S11 G1 S11 G1 S11 G1 S11 G1 S11 G1 S11 G1 S11 G1 S11 G1 S10 G1 S12 G1 S11 G1 S11 G1 S11 G1 ...+249,139,12,12,0.36,12:120; 11:9; 13:9,12,0.8,6030:1017; 5940:523; 11970:83; 12060:56,6030,14.9254,13.8531,1.0774,12.92,12,False,0.067,
FP7oJQ-20260805-153852,FP7oJQ,20260805,153852,4,1,1649,1648,119.0,,5999,False,0,1511,137,0,0.0,0,0,0,0,138,10.9,11.0,12,0,0.0073,S11 G1 S11 G1 S11 G1 S11 G1 S11 G1 S10 G1 S12 G1 S11 G1 S11 G1 S11 G1 S11 G1 S11 G1 S11 G1 S11 G1 S11 G1 ...+245,137,12,12,0.37,12:118; 11:9; 13:9,12,0.8,6030:998; 5940:513; 11970:82; 12060:55,6030,14.9254,13.8487,1.077742,12.86,12,False,0.067,
FP7oJQ-20260805-154051,FP7oJQ,20260805,154051,4,1,1680,1679,120.933,,6000,False,0,1544,135,0,0.0,0,0,0,0,136,11.4,11.0,41,0,0.0074,S6 G1 S11 G1 S11 G1 S10 G1 S12 G1 S11 G1 S11 G1 S11 G1 S11 G1 S11 G1 S11 G1 S11 G1 S11 G1 S11 G1 S11 G1 ...+241,135,12,12.4,4.47,12:74; 7:22; 17:19,41,2.73,6030:1024; 5940:520; 11970:85; 12060:50,6030,14.9254,13.8837,1.075027,13.33,12,False,0.067,
FP7oJQ-20260805-154252,FP7oJQ,20260805,154252,4,1,1649,1648,118.466,,5999,False,0,1519,129,0,0.0,0,0,0,0,130,11.7,11.0,42,0,0.0077,S12 G1 S11 G1 S11 G1 S11 G1 S11 G1 S11 G1 S11 G1 S11 G1 S11 G1 S11 G1 S11 G1 S11 G1 S11 G1 S11 G1 S10 G1 ...+229,129,12,12.7,4.47,12:108; 11:8; 13:7,42,2.8,6030:1003; 5940:516; 11970:77; 12060:52,6030,14.9254,13.9112,1.072906,13.72,12,False,0.067,
FP7oJQ-20260805-154451,FP7oJQ,20260805,154451,4,1,1679,1678,121.2,,5999,False,0,1538,140,0,0.0,0,0,0,0,141,10.9,11,12,0,0.0071,S1 G1 S11 G1 S11 G1 S11 G1 S11 G1 S10 G1 S12 G1 S11 G1 S11 G1 S11 G1 S11 G1 S11 G1 S11 G1 S11 G1 S11 G1 ...+251,140,12,12,0.36,12:121; 11:9; 13:9,12,0.8,6030:1016; 5940:522; 11970:84; 12060:56,6030,14.9254,13.8449,1.078042,12.81,12,False,0.067,
